Symbol,Price,Industry Group Rank,Price % Change,Vol. % Change,Comp. Rating,RS Rating,Acc/Dis Rating,EPS Rating,SMR Rating,Spon Rating,Ind Grp RS,PE Ratio,Vol- 50 Day Avg. (1000s)
QBQF,25.10,,-0.04,-99,,,,,,,..,,100
QBQV,25.22,,0.04,0.0,,,,,,,..,,201
QBSV,25.16,,0.04,-94,,,,,,,..,,104
QETA,11.50,,0.00,947,34,59,D+,3,,E,C,,1
QFHD,26.27,,0.42,0.0,,59,C+,,,,C+,,0
QIG,44.53,,0.41,0.0,,43,C-,,,,C+,,0
QLVE,29.46,,-1.07,0.0,,67,B+,,,,C+,,0
QMID,27.29,,0.11,0.0,,50,D,,,,C+,,1
QMMM,119.40,,0.00,0.0,54,99,A+,20,E,,C-,,0
QULL,52.75,,0.08,0.0,,53,B-,,,,C+,,0
RAAY,100.21,,0.07,0.0,,50,,,,,C+,,1
RCGE,27.88,,-0.36,0.0,,59,C+,,,,C+,,1
RCLR,49.22,,0.14,0.0,,38,,,,,C+,,1
RCLY,98.42,,0.14,0.0,,38,,,,,C+,,0
RDIB,9.90,,0.00,0.0,24,35,D-,43,E,C,C,,33
RDOG,35.99,,1.24,0.0,,38,D-,,,,C+,,1
REAI,19.87,,1.02,0.0,,56,A+,,,,C+,,0
REFA,21.43,,-0.70,0.0,,67,C+,,,,C+,,1
RFAI,10.90,,0.00,0.0,46,59,A-,7,,E,C,47,23
RHTX,18.58,,-0.43,0.0,,67,D+,,,,C+,,0
RJMI,25.39,,0.04,0.0,,50,B-,,,,C+,,8
RMME,100.10,,0.02,0.0,,50,A+,,,,C+,,1
RMNY,24.45,,0.25,0.0,,50,D+,,,,C+,,3
SAWG,20.89,,0.38,0.0,,43,A+,,,,C+,,0
SBXE,9.92,,0.00,0.0,41,50,A,3,,,C,,3
SCAQ,10.43,,0.00,0.0,49,52,A-,29,,E,C,174,
SCDL,48.83,,-0.12,0.0,,87,D-,,,,C+,,0
SCDS,62.12,,0.31,0.0,,67,E,,,,C+,,0
SCLS,24.63,,2.03,0.0,,84,A+,,,,C+,,2
SDAC,10.40,,0.00,0.0,35,53,B-,8,,E,C-,95,
SDCP,25.64,,0.08,0.0,,43,A+,,,,C+,,0
SDM,1.85,,0.00,0.0,15,13,C-,20,A,,E,23,0
SECD,19.99,,0.00,0.0,,41,C+,,,,B-,,
SECOY,0.00,,0.00,92,7,9,B,2,E,,A-,,
SENEB,153.33,,0.00,0.0,83,91,A,64,C,,C+,13,0
SHPP,30.42,,0.03,0.0,,70,B+,,,,C+,,0
SHUS,46.63,,0.15,0.0,,65,A+,,,,C+,,0
SIFI,43.24,,0.12,0.0,,38,E,,,,C+,,0
SIM,30.80,,0.00,0.0,55,74,B,14,D,,A-,66,0
SIMS,42.24,,-0.21,0.0,,75,B-,,,,C+,,0
SJCP,24.92,,0.12,0.0,,43,B+,,,,C+,,0
SJLD,25.20,,0.08,0.0,,50,E,,,,C+,,0
SMDX,23.74,,-0.21,0.0,,75,C+,,,,C+,,0
SMQ,53.25,,-0.08,0.0,,70,B,,,,C+,,0
SOCA,10.17,,0.00,0.0,34,56,C,3,,E,C,,24
SODR,0.00,,,0.0,,,C+,,,,,,
SPAM,29.80,,1.81,0.0,,29,D-,,,,C+,,0
SPAQ,91.34,,0.59,0.0,,29,D-,,,,C+,,0
SPCZ,25.55,,0.00,0.0,,53,A+,,,,C+,,0
SPEG,10.16,,0.00,0.0,46,56,A,6,,E,C,,19
SPKL,11.33,,0.00,0.0,33,53,C+,3,,E,C,"1,133",1
SPKX,7.40,,0.00,0.0,,9,E,,,,C+,,
SPKY,3.47,,0.00,0.0,,4,D-,,,,C+,,
SPYA,26.51,,-0.02,0.0,,38,E,,,,C+,,0
SQLT,0.00,,,0.0,,,,,,,..,,0
SRHR,53.04,,0.76,0.0,,35,E,,,,C+,,0
STLR,19.79,,-3.56,0.0,,,,,,,..,,0
STLU,19.31,,-7.25,-83,,,,,,,..,,4
SUPP,71.12,,-0.61,0.0,,70,B-,,,,C+,,0
SURE,128.15,,0.47,0.0,,67,D,,,,C+,,0
SVA,6.47,,0.00,0.0,60,50,,44,E,,A,12,0
TACH,10.29,,0.00,0.0,60,56,D,79,,E,C,69,27
TAOZ,81.46,,0.79,-14,,,,,,,..,,16
TAX,27.45,,0.11,0.0,,62,B+,,,,C+,,5
TAXM,49.96,,0.12,0.0,,50,C-,,,,C+,,3
TBCP,10.21,,0.00,0.0,23,47,E,7,,E,D+,511,
TBHC,0.94,,0.00,-36,2,16,D,8,E,B,D-,,82
TCGL,172.84,,0.00,0.0,79,99,A+,61,E,,C+,,344
TDWD,9.93,,0.00,0.0,28,53,D-,3,,,C,,16
TEAF,12.21,,0.00,0.0,,32,C+,,,,,,
TEKY,34.16,,-0.29,0.0,,53,E,,,,C+,,0
TEMR,23.97,,-1.20,0.0,,35,,,,,C+,,1
TENJ,24.91,,0.04,0.0,,43,A+,,,,C+,,0
TFGZ,30.60,,0.76,1,,,,,,,..,,30
TFNS,25.19,,0.24,0.0,,32,C-,,,,C+,,1
TIPB,100.50,,0.22,0.0,,50,C+,,,,C+,,0
TIPD,100.57,,0.68,0.0,,38,C+,,,,C+,,0
TJUN,22.60,,-0.44,0.0,,65,B-,,,,C+,,0
TMNL,50.00,,0.12,0.0,,50,C-,,,,C+,,0
TMNS,50.06,,0.02,0.0,,50,D+,,,,C+,,0
TMTS,9.92,,,0.0,,,,1,,,..,,30
TROT,24.80,,0.08,0.0,,43,,,,,C+,,0
TRUF,25.88,,,0.0,,,,,,,..,,3
TRUH,25.59,,,0.0,,,,,,,..,,3
TSPX,26.90,,0.04,0.0,,53,E,,,,C+,,0
TTOP,16.13,,-2.42,0.0,,14,C+,,,,C+,,0
TTP,47.61,,0.00,0.0,,92,D-,,,,B-,,
TVAI,10.21,,0.00,0.0,73,56,A-,79,,E,C,85,10
TWCB,10.24,,0.00,0.0,41,48,B+,20,,E,C,256,
TXUG,23.93,,-0.71,0.0,,38,B-,,,,C+,,0
UAC,9.80,,0.00,0.0,28,43,,1,,,C,,19
UCFI,5.51,,0.00,0.0,57,21,B-,79,A,E,C+,29,0
USCL,74.60,,0.01,0.0,,50,C-,,,,C+,,0
USEQ,32.42,,0.00,0.0,,37,C-,,,,C,,
USLB,35.72,,0.00,0.0,,32,E,,,,C+,,
USLN,50.51,,-0.02,0.0,,50,,,,,C+,,0
USMD,24.51,,0.33,0.0,,34,,,,,C+,,0
USRD,31.47,,-0.13,0.0,,50,C-,,,,C+,,0
UXAP,37.14,,0.08,0.0,,62,C,,,,C+,,0
UXJA,32.99,,0.09,-69,,62,D,,,,C+,,1
VACI,9.93,,0.00,0.0,27,50,D-,1,,,C,,39
VBOC,10.48,,0.00,-100,51,48,E,80,,,C-,209,
VCOB,49.55,,0.22,0.0,,43,B-,,,,C+,,16
VEFA,72.03,,,0.0,,,,,,,..,,0
VEM,24.02,,-0.95,0.0,,35,,,,,C+,,10
VLLU,23.80,,-0.04,0.0,,68,C-,,,,C+,,1
VNIE,24.39,,-0.33,-50,,34,E,,,,C+,,0
VNME,10.11,,0.00,-21,40,53,B+,3,,E,C,,27
VNSE,36.61,,-0.19,0.0,,35,E,,,,C+,,0
VOXP,33.89,,0.00,0.0,,56,E,,,,C+,,0
VPX,24.29,,-0.04,0.0,,43,,,,,C+,,7
VSHY,21.59,,0.19,0.0,,43,B-,,,,C+,,2
VUS,26.14,,0.31,0.0,,43,B,,,,C+,,2
VUSI,50.05,,0.08,0.0,,50,C,,,,C+,,0
VYLD,26.81,,0.04,0.0,,56,C+,,,,C+,,0
WABF,25.13,,0.20,0.0,,43,C,,,,C+,,2
WCEO,33.59,,0.30,0.0,,70,B-,,,,C+,,1
WLII,0.00,,,0.0,,,,,,,..,,
WSDB,25.01,,0.00,-35,,50,,,,,C+,,38
WSGE,24.86,,-0.28,0.0,,50,C+,,,,C+,,14
WSOB,368.33,,0.00,0.0,28,29,E,47,C,,A-,30,0
WTMY,25.27,,0.08,0.0,,50,B-,,,,C+,,1
XEML,24.56,,-0.61,0.0,,38,E,,,,C+,,0
XHYC,36.60,,0.00,0.0,,43,E,,,,C+,,6
XHYF,36.78,,0.14,0.0,,35,E,,,,C+,,6
XHYI,37.29,,0.00,0.0,,38,D,,,,C+,,8
XHYT,33.77,,0.27,0.0,,35,E,,,,C+,,11
XMAY,35.06,,-0.09,0.0,,62,C-,,,,C+,,2
XNAV,82.40,,-0.39,0.0,,75,D-,,,,C+,,0
XRLX,44.99,,0.09,0.0,,53,E,,,,C+,,1
YHNA,10.73,,0.00,0.0,58,59,A+,29,,E,C,63,0
ZCBA,49.74,,0.12,0.0,,43,E,,,,C+,,0
ZCBB,49.72,,0.14,0.0,,43,,,,,C+,,0
ZCBC,49.86,,0.18,0.0,,43,,,,,C+,,0
ZCBE,49.89,,0.22,0.0,,43,A+,,,,C+,,0
ZCBF,49.86,,0.24,0.0,,50,A+,,,,C+,,0
ZCBG,49.94,,0.28,0.0,,53,A+,,,,C+,,0
ZSC,29.17,,-0.92,0.0,,80,A+,,,,C+,,0
ZTAX,25.29,,0.00,0.0,,53,B-,,,,C+,,0
AAOI,103.91,1,20.34,105,93,99,A-,45,C,B,A+,,"9,773"
CIEN,447.76,1,7.79,-2,98,99,C+,86,B,B,A+,134,"3,674"
CLFD,26.61,1,2.27,-17,37,20,D-,18,C,B,A+,,114
LITE,826.88,1,8.14,24,99,99,A-,73,A,B,A+,196,"6,367"
LPTH,10.98,1,7.44,-35,73,98,B,1,D,C,A+,,"2,577"
OCC,9.11,1,0.55,-54,77,98,A-,22,D,B,A+,,146
OPTX,8.59,1,8.87,-18,81,99,A+,19,E,B,A+,,869
VIAV,36.89,1,4.50,-22,99,99,A-,77,B,C,A+,57,"6,104"
BLZE,3.64,2,1.96,-45,52,11,D,79,C,B,A+,52,877
MU,366.24,2,-0.44,23,99,98,C+,82,A,B,A+,17,"41,954"
NTAP,103.35,2,1.80,-43,84,50,C+,85,A,B,A+,14,"2,443"
PENG,20.69,2,13.37,276,67,59,A-,29,B,C,A+,11,"1,183"
PSTG,62.48,2,2.31,-43,90,62,D-,96,A,C,A+,31,"3,272"
QMCO,5.68,2,12.92,19,35,11,C+,53,,B,A+,,493
SIMO,113.90,2,-2.63,-55,95,94,C+,62,B,B,A+,32,612
SNDK,701.59,2,1.28,-15,99,99,A-,44,B,B,A+,95,"20,551"
STX,429.36,2,1.47,-44,94,99,C-,76,,B,A+,42,"4,271"
WDC,294.97,2,-0.93,-22,99,99,B+,79,A,A,A+,43,"10,128"
BORR,5.83,3,1.22,-22,78,98,B,26,D,,A+,36,"7,863"
HP,34.81,3,0.78,-58,72,93,C,6,C,C,A+,435,"1,746"
NBR,79.99,3,0.82,24,95,97,B-,79,B,B,A+,5,389
NE,49.86,3,2.80,4,90,97,A-,44,C,C,A+,74,"2,227"
PDS,94.49,3,1.33,37,79,95,A-,3,D,C,A+,,148
PTEN,10.61,3,2.51,-26,79,96,A,25,E,C,A+,,"10,970"
RIG,6.59,3,1.38,-21,99,97,B+,79,C,C,A+,,"50,027"
SDRL,45.63,3,2.40,2,79,94,B+,3,D,B,A+,,945
VAL,98.04,3,1.72,-46,95,98,B+,80,B,C,A+,13,"1,763"
APA,42.04,4,1.67,11,92,97,A,53,C,B,A+,11,"8,895"
COP,130.52,4,1.67,-26,84,91,B+,37,B,C,A+,21,"9,940"
EGY,6.26,4,2.79,-10,65,95,B,3,E,C,A+,,"1,579"
GLND,8.13,4,-3.56,85,45,19,E,79,,,A+,74,813
GPRK,8.85,4,1.37,-23,75,86,C+,44,C,C,A+,9,"1,051"
GTE,8.53,4,4.28,-34,70,97,A,1,E,,A+,,830
INDO,3.36,4,1.20,-25,73,80,B+,79,E,,A+,,"3,300"
KOS,2.92,4,8.55,29,70,98,A-,1,E,C,A+,,"27,280"
MUR,41.08,4,3.87,-34,82,93,A-,32,D,C,A+,28,"2,759"
OVV,59.18,4,3.07,-48,87,93,B,57,C,C,A+,12,"5,350"
OXY,62.97,4,1.19,28,78,93,A-,12,C,D,A+,37,"17,432"
TBN,43.73,4,-2.82,99,81,96,A+,22,,,A+,,93
VIST,71.62,4,3.62,-31,99,95,B,99,A,,A+,22,"1,875"
WDS,24.23,4,2.32,-17,88,95,B+,51,C,C,A+,17,"1,290"
ACLS,95.09,5,-0.44,-59,80,90,D+,59,C,B,A+,20,857
ACMR,40.54,5,0.20,-45,76,86,D,55,B,C,A+,25,"1,407"
AEHR,44.32,5,11.92,118,81,99,A+,10,C,B,A+,"1,477","1,669"
AEIS,332.31,5,-0.15,-60,98,98,A,85,A,C,A+,52,803
ALMU,13.44,5,4.59,-64,41,62,E,12,C,B,A+,,544
AMAT,348.47,5,-1.51,-44,89,96,C,62,A,B,A+,37,"7,610"
ASML,"1,317.23",5,-3.13,6,97,93,E,91,A,B,A+,46,"1,772"
ASYS,12.12,5,1.42,-67,71,96,C+,29,E,B,A+,404,313
ATOM,4.07,5,0.74,-80,66,88,B,22,D,B,A+,,"2,753"
COHU,32.14,5,1.01,-41,82,95,B,23,D,C,A+,,782
CVV,4.28,5,1.90,-63,60,90,D+,26,D,B,A+,,299
ENTG,116.40,5,-1.95,-45,72,91,C-,34,C,C,A+,42,"2,808"
FORM,103.16,5,2.23,-41,95,99,B,56,C,B,A+,79,"1,478"
ICHR,48.12,5,0.65,-66,80,98,B+,6,C,B,A+,209,964
KLAC,"1,516.84",5,-0.20,-40,96,94,D,89,A,B,A+,43,"1,108"
KLIC,64.08,5,-3.32,-6,85,95,B,31,D,C,A+,237,719
KOPN,2.62,5,7.38,110,81,95,B+,63,E,B,A+,,"2,740"
LRCX,218.44,5,-1.61,-39,98,97,D-,93,A,B,A+,45,"11,225"
MKSI,234.66,5,-0.55,-44,92,98,C,55,A,C,A+,30,"1,589"
NVMI,442.24,5,-0.79,-23,97,95,C,92,A,B,A+,51,408
ONTO,215.53,5,1.80,-49,85,95,C-,51,B,C,A+,44,906
PLAB,40.85,5,-0.07,-50,94,95,B+,86,C,C,A+,19,"1,092"
Q,116.53,5,-1.71,-68,82,88,B-,45,B,C,A+,35,"2,439"
SMTK,0.23,5,-0.30,-90,18,1,E,45,E,,A+,,998
TER,309.61,5,-0.83,-24,97,98,B-,61,A,B,A+,78,"3,609"
TRT,5.85,5,1.39,-17,87,95,B+,27,C,,A+,,57
UCTT,63.16,5,-0.54,-58,72,99,B,11,D,B,A+,60,"1,492"
VECO,34.36,5,-0.89,-53,78,91,B-,42,D,C,A+,26,"1,057"
ACDC,6.08,6,2.88,-18,50,87,B,4,E,B,A+,,"1,438"
AESI,12.15,6,-0.41,27,48,67,B-,3,D,C,A+,,"2,817"
CLB,16.33,6,1.37,-39,74,82,D,49,C,C,A+,22,405
CVEO,26.43,6,-0.94,20,78,80,B,49,E,D,A+,,65
DWSN,2.99,6,7.55,35,87,97,B-,69,D,B,A+,,177
FTK,16.02,6,-1.11,-46,78,85,D+,34,B,B,A+,25,287
HAL,38.17,6,0.45,-12,86,94,D+,66,C,C,A+,16,"15,421"
HLX,9.61,6,2.56,-40,60,92,D-,9,D,C,A+,46,"2,262"
KGS,57.94,6,0.07,-50,98,95,A,74,B,C,A+,38,"1,581"
KLXE,2.49,6,3.32,14,51,84,C,11,E,B,A+,,280
LBRT,28.10,6,0.64,-37,69,97,B,6,E,C,A+,187,"5,125"
MTRX,11.68,6,-0.68,-50,64,34,B-,61,D,B,A+,,322
NCSM,60.65,6,0.73,-10,80,95,A-,13,B,,A+,13,20
NESR,22.64,6,2.72,-21,82,98,C-,19,C,C,A+,27,"2,088"
NINE,8.11,6,1.38,-97,69,99,B+,15,,,A+,,"2,451"
NOA,13.57,6,1.95,-24,54,26,B+,29,C,,A+,94,129
NPKI,14.42,6,0.42,-16,98,94,D+,99,A,B,A+,34,769
OII,35.56,6,3.46,-28,95,94,B+,97,B,C,A+,19,"1,369"
OIS,11.21,6,0.99,-48,95,97,A-,76,D,C,A+,31,"1,232"
PUMP,13.94,6,3.26,-35,77,97,B,35,E,B,A+,"1,394","3,395"
RES,6.90,6,2.83,-44,81,90,C,40,C,C,A+,28,"2,652"
RNGR,16.85,6,2.06,-51,76,87,A,13,D,B,A+,31,181
SLB,49.44,6,-1.18,-28,88,89,B,64,C,C,A+,17,"20,678"
TDW,84.38,6,1.13,-22,95,96,B,88,B,C,A+,13,883
TTI,8.73,6,4.30,-39,85,96,D,80,C,C,A+,34,"1,769"
TUSK,2.45,6,3.38,-1,64,82,B,22,E,C,A+,,249
USAC,27.62,6,-0.18,-67,84,80,B-,72,,C,A+,33,232
VTOL,47.24,6,1.07,-35,84,90,B,29,B,C,A+,11,213
XPRO,16.66,6,2.52,-30,86,93,B-,68,D,C,A+,17,"1,190"
AM,22.75,7,0.89,-48,90,86,C,73,A,C,A+,20,"2,967"
BP,47.12,7,2.06,100,86,92,C,53,C,D,A+,16,"15,026"
CVE,26.56,7,2.87,-28,95,96,B,94,C,C,A+,47,"15,655"
CVX,198.97,7,0.79,-12,74,88,B+,27,D,C,A+,27,"13,099"
E,57.10,7,4.05,15,93,95,B,79,D,,A+,16,499
EC,15.14,7,4.49,-1,78,94,B,30,C,,A+,14,"3,591"
EQNR,41.75,7,3.37,-9,96,95,B+,75,B,C,A+,17,"7,930"
EQT,59.70,7,-2.28,-9,98,74,B,97,A,C,A+,20,"9,630"
IMO,130.53,7,1.22,-23,86,94,B,60,C,C,A+,12,809
MNR,14.06,7,2.78,-50,81,75,B-,29,A,D,A+,7,343
NFE,0.57,7,-1.72,-53,6,2,D,2,E,C,A+,,"14,798"
PBR,20.56,7,2.39,-6,96,95,B,68,A,C,A+,7,"32,586"
PBRA,18.66,7,2.08,-15,96,95,A-,65,A,C,A+,6,"13,307"
SAFX,0.38,7,11.76,-67,20,11,B,21,,B,A+,10,"26,446"
SHEL,93.10,7,1.16,50,85,88,B-,62,D,C,A+,15,"7,561"
SLNG,4.62,7,4.05,89,52,53,B+,21,E,,A+,,46
SOC,15.37,7,4.56,-26,49,75,B-,13,,C,A+,,"6,875"
SU,65.90,7,1.48,-20,87,95,A-,56,C,D,A+,22,"5,638"
TTE,92.39,7,2.91,34,87,93,B,58,C,D,A+,13,"2,100"
WMB,72.00,7,0.24,-28,97,83,D+,89,A,C,A+,34,"7,388"
XOM,160.69,7,-0.06,8,88,91,B+,53,C,C,A+,23,"23,558"
YPF,45.22,7,2.05,-15,68,92,A-,1,E,,A+,,"2,328"
AIRG,5.44,8,3.42,-8,70,90,A-,10,E,B,A+,,74
APH,128.00,8,0.23,-48,98,86,D,99,A,B,A+,38,"10,709"
ARW,145.85,8,-0.53,-42,90,88,C,60,C,B,A+,13,641
AVT,61.87,8,-1.65,-49,90,86,B+,62,D,C,A+,17,"1,194"
BELFA,188.10,8,0.67,66,97,96,A,98,A,C,A+,28,61
BELFB,204.65,8,0.79,31,96,96,D+,98,A,C,A+,29,183
COHR,258.16,8,4.18,-34,98,98,B-,75,B,B,A+,59,"7,796"
CTS,48.34,8,-0.21,-45,80,82,E,74,B,C,A+,22,215
LASR,60.12,8,3.12,-34,97,99,B,79,C,B,A+,251,"1,934"
LFUS,346.54,8,0.30,-38,92,93,C,70,B,C,A+,32,291
MEI,5.85,8,2.27,-24,18,19,D-,3,E,B,A+,,482
NVEC,69.28,8,1.42,63,88,72,B,52,A,A,A+,24,44
PKE,28.22,8,0.28,-37,99,95,B-,90,C,B,A+,58,273
SELX,0.53,8,51.43,"4,245",25,7,C+,17,D,C,A+,,"2,039"
TEL,209.07,8,-1.23,-47,98,77,D,93,A,C,A+,22,"2,338"
TRNS,76.20,8,2.27,-36,86,78,B+,49,B,D,A+,39,161
VICR,155.64,8,-1.59,-18,95,98,C,84,A,C,A+,60,822
VSH,18.58,8,0.92,-42,69,87,C,15,D,B,A+,,"2,357"
WCC,277.45,8,-1.77,-28,88,91,D-,72,C,D,A+,21,626
BRN,1.10,9,1.85,"3,001",30,28,B,14,E,B,A+,,865
BTE,4.25,9,0.24,5,72,96,B+,1,E,C,A+,,"22,205"
CNQ,47.53,9,2.08,-3,88,93,B-,55,B,C,A+,28,"11,109"
GFR,6.30,9,3.79,98,68,89,A-,3,D,E,A+,9,127
OBE,9.17,9,3.15,3,84,94,A,29,E,,A+,208,755
VET,13.38,9,3.80,-24,66,95,B,1,D,,A+,,"2,586"
BWLP,17.57,10,2.99,-33,91,92,B,65,C,,A+,11,414
CCEC,18.75,10,-1.06,91,67,24,C-,75,B,,A+,10,6
CDLR,23.94,10,-0.91,-17,97,85,D+,84,A,C,A+,6,115
CISS,0.82,10,-0.27,-98,14,1,D-,24,E,,A+,,"4,582"
CMDB,17.33,10,7.31,19,78,91,B+,26,E,C,A+,,67
CMRE,17.28,10,1.65,-35,79,94,E,55,B,B,A+,6,471
CTRM,1.82,10,-0.55,-80,49,21,C,38,C,,A+,,69
DAC,115.43,10,1.12,-40,91,89,B+,68,B,,A+,4,86
DSX,2.56,10,2.81,-27,88,95,B+,41,D,,A+,28,808
ECO,51.75,10,2.70,49,99,97,A-,99,A,,A+,14,538
EDRY,19.78,10,2.70,-46,89,96,C,70,E,,A+,,27
EHLD,7.60,10,0.66,-44,93,82,B,72,B,,A+,5,7
ESEA,67.28,10,-0.13,45,95,92,B+,92,A,,A+,4,72
GLBS,2.37,10,9.72,206,97,96,B,79,C,,A+,,90
GNK,24.18,10,4.13,-24,76,93,C,30,E,B,A+,,491
GSL,38.41,10,2.05,-52,91,90,C,72,A,,A+,4,392
HMR,0.82,10,-0.12,-77,36,12,D+,6,B,,A+,,93
HSHP,14.06,10,3.31,-43,97,97,B,45,B,,A+,37,415
HTCO,10.82,10,9.29,973,76,87,B+,56,D,,A+,,130
ICON,1.09,10,7.92,-35,25,1,C-,27,C,,A+,,325
KEX,135.92,10,0.82,-46,94,89,C-,92,C,C,A+,21,746
MATX,166.39,10,0.90,4,74,92,E,52,C,B,A+,12,311
NCT,2.76,10,4.55,205,36,1,B,66,C,,A+,1,"1,206"
NMM,69.44,10,2.42,-2,95,95,C-,78,C,B,A+,7,184
PANL,7.29,10,2.10,-23,73,89,D-,19,C,B,A+,26,799
PSHG,1.92,10,0.00,-82,54,62,D,13,C,,A+,2,144
PTLE,6.73,10,3.54,-98,37,6,B-,81,E,,A+,,"1,070"
PXS,4.40,10,3.29,-37,88,93,A+,34,D,,A+,23,62
RBNE,2.15,10,2.87,-42,45,4,C+,80,D,,A+,4,"6,729"
SB,6.59,10,2.33,-13,76,94,C+,24,D,B,A+,21,765
SBLK,24.32,10,2.83,-25,79,91,C-,45,D,E,A+,25,"1,686"
SHIP,14.00,10,3.32,-27,97,97,B,62,C,,A+,11,288
SMHI,7.27,10,1.11,-60,80,88,B,56,E,B,A+,,142
SVRN,7.91,10,12.52,-98,10,1,B-,13,E,,A+,,"3,822"
TORO,3.87,10,6.61,-12,79,97,B-,45,D,,A+,97,49
USEA,2.13,10,3.90,-64,70,92,B-,21,E,,A+,,95
VNTG,0.79,10,-1.25,-86,15,5,C+,5,C,,A+,39,69
ZIM,26.30,10,1.35,-59,64,95,C,3,D,,A+,7,"3,474"
ATXG,4.97,11,-4.79,-99,14,9,D+,3,E,,A+,,"2,025"
BRKA,"716,299.99",11,0.01,-80,71,32,C+,84,C,,A+,23,0
BRKB,477.35,11,-0.24,-39,74,32,B,84,C,C,A+,23,"4,906"
CHE,380.60,11,0.80,-15,47,19,C-,52,B,D,A+,18,249
CR,168.00,11,-2.85,33,75,34,D-,85,A,C,A+,28,521
CSL,331.11,11,-1.17,-45,66,38,C-,65,B,C,A+,17,469
EMR,131.70,11,-0.51,-28,79,62,C-,73,B,C,A+,22,"3,565"
HON,229.45,11,0.55,-27,91,79,C+,82,A,D,A+,24,"4,107"
IEP,7.72,11,1.05,-48,79,70,D,79,E,,A+,,968
JCI,132.97,11,-1.30,-47,97,88,C-,91,B,D,A+,33,"4,686"
MDU,21.32,11,1.38,-32,76,83,B-,37,C,C,A+,23,"1,903"
MGLD,1.11,11,-1.77,-98,76,84,B,54,E,B,A+,,364
MMM,144.47,11,-0.54,-57,57,30,D-,53,A,B,A+,18,"4,165"
ORBS,0.91,11,-1.09,-18,24,7,D+,50,D,B,A+,,"20,586"
OTTR,88.59,11,0.42,-30,79,74,C,63,C,C,A+,14,276
PHG,27.11,11,-0.66,-8,85,65,C+,74,B,E,A+,15,"1,085"
ROP,357.88,11,0.56,-41,63,13,C,82,A,B,A+,18,"1,842"
SEB,"5,906.78",11,2.53,-46,93,95,C+,78,C,,A+,11,20
SOLS,76.42,11,-1.42,-49,79,94,B+,11,C,C,A+,51,"3,271"
TRS,35.68,11,-1.84,27,64,80,B-,14,E,B,A+,64,476
ABVE,0.95,12,7.95,-44,12,26,C-,5,,E,A,,"2,089"
AGRO,15.22,12,2.63,-3,80,96,A+,9,E,E,A,,"1,347"
AGRZ,0.49,12,-3.92,-93,48,3,D-,79,A,,A,12,"7,253"
ALCO,42.16,12,2.43,22,77,86,A-,46,E,B,A,,31
AVO,14.44,12,4.11,15,82,87,B+,48,C,B,A,18,789
AVX,0.58,12,1.75,-71,39,1,B+,61,D,,A,,869
BG,129.42,12,0.86,-30,82,94,B,29,B,C,A,18,"1,825"
BIOX,0.54,12,14.89,-45,5,2,D,4,E,D,A,,"1,030"
BNC,2.69,12,-3.24,-45,6,3,D-,3,D,B,A,,286
CBUS,1.98,12,2.59,-38,42,85,D-,16,E,A,A,,606
CTVA,85.46,12,1.97,-15,82,88,C+,60,C,C,A,27,"4,329"
DAR,64.65,12,4.01,18,95,97,A+,18,C,C,A,166,"3,055"
EDBL,1.01,12,-5.61,-82,6,1,E,15,E,,A,,356
EVGN,0.78,12,-3.70,-92,12,11,D-,17,E,,A,,580
LMNR,13.01,12,-2.47,-41,15,26,E,1,E,B,A,,74
LND,4.10,12,0.00,-19,76,70,B-,35,C,,A,,104
LOCL,1.64,12,0.61,218,40,10,B+,57,,B,A,,32
PFAI,3.35,12,-1.76,-56,53,94,B-,1,,,A,,11
RKDA,1.35,12,-3.57,-65,29,6,C,63,E,B,A,,34
RYM,28.84,12,-3.87,112,69,90,C,43,D,C,A,,17
SEED,1.22,12,-0.81,-79,19,35,D+,3,,,A,,120
UGRO,19.00,12,-13.56,-84,51,98,B,7,E,B,A,,"6,139"
VFF,2.74,12,-0.36,-50,74,97,E,79,D,,A,15,"1,158"
AAUC,31.19,13,-0.06,85,99,96,A-,84,A,,A+,31,854
AEM,208.54,13,-0.73,-28,99,93,C-,98,A,B,A+,25,"3,021"
AG,21.84,13,-1.49,-44,99,98,B-,79,A,D,A+,47,"25,390"
AGI,46.01,13,0.85,-27,99,92,D+,98,A,C,A+,33,"4,501"
ARIS,19.31,13,-1.53,-31,99,98,E,79,A,,A+,15,"2,157"
ASM,6.53,13,-0.91,-38,96,96,D,79,A,E,A+,556,"6,819"
ATCX,5.69,13,-0.70,-80,11,10,D+,1,E,,A+,,90
AU,101.22,13,-2.22,-34,99,96,C+,78,A,C,A+,20,"3,417"
AUGO,87.69,13,0.34,14,99,99,A-,80,A,,A+,26,"1,080"
AUST,1.54,13,1.99,-96,51,56,B-,43,,,A+,,"1,874"
B,41.64,13,-1.33,-24,99,92,E,93,A,C,A+,17,"16,653"
BGL,1.18,13,-8.53,-80,10,2,D,1,,C,A+,,"1,686"
BTG,4.73,13,-2.27,-43,99,83,B-,81,A,B,A+,10,"39,942"
BVN,36.41,13,-2.07,-50,97,96,D-,88,A,D,A+,11,"1,745"
CDE,19.09,13,-0.10,-18,97,96,D+,79,A,C,A+,24,"30,871"
CGAU,18.30,13,-0.60,-5,99,97,C-,79,A,D,A+,17,"2,398"
CHNR,4.04,13,-2.65,-99,39,50,B+,1,,,A+,,911
